Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2023-11-28 17:27:02.844 +0530,"Success",0:00:00,0,0,0,"20231128_172702.844/LogFile.txt","","",1
2023-11-28 17:29:00.213 +0530,"Success",0:00:00,0,0,0,"20231128_172900.213/LogFile.txt","","",1
2023-11-28 17:30:34.997 +0530,"Success",0:00:00,0,0,0,"20231128_173034.997/LogFile.txt","","",1
